"datetime";"shop";"card";"bonus_earned";"bonus_spent";"summ";"summ_with_disc";"doc_id"
2021-10-26 18:21:18.000;Аптека 7;"2000200205272";7;0;256;256;"15#11010285#66043#11_111"
2021-10-26 18:24:51.000;Аптека 7;"0ccd8e29-58cf-47fb-abd4-50e52566cedc";4;0;113;107;"15#11010285#66043#11_112"
2021-10-26 18:26:49.000;Аптека 10;"2000200208242";20;0;694;694;"15#17003400#66043#17_89"
2021-10-26 18:27:16.000;Аптека 7;"7dbc5269-b75e-41f0-b84c-3d2431ebcb7d";6;0;132;132;"15#11010285#66043#11_113"
2021-10-26 18:28:53.000;Аптека 1;"3ce02a83-5840-443b-8be9-89dc77add3f8";14;0;491;491;"15#13003945#66043#13_133"
2021-10-26 18:33:30.000;Аптека 2;"83603119-8bcb-47ff-b276-7cb70b0b6b69";9;97;984;984;"15#2004270#66043#2_104"
2021-10-26 18:37:23.000;Аптека 2;"2000200179528";106;0;5437;5437;"15#2004270#66043#2_106"
2021-10-26 18:42:08.000;Аптека 7;"94e8b8a5-e489-4320-a98d-581c26fb12d2";43;0;1181;1181;"15#11010285#66043#11_115"
2021-10-26 18:42:09.000;Аптека 2;"2000200218173";57;0;282;282;"15#2004270#66043#2_108"
2021-10-26 18:51:22.000;Аптека 7;f552266b-a196-435f-a8c8-36e1ce67e709;7;0;241;241;"15#11010285#66043#11_118"
2021-10-26 18:51:29.000;Аптека 1;b9b8a326-d0ba-4f32-b14c-26a3a9968ea5;1;117;159;159;"15#13003945#66043#13_136"
2021-10-26 18:58:12.000;Аптека 2;"032881ac-2072-4f26-ae42-9e7c18a163f8";11;0;384;384;"15#2004270#66043#2_111"
2021-10-26 18:58:52.000;Аптека 8;b4c1a39a-ea49-4658-a808-5e6728cd4935;12;0;448;448;"15#15002829#66043#15_120"
2021-10-26 19:01:46.000;Аптека 10;"2000200196020";35;0;1169;1169;"15#17003400#66043#17_97"
2021-10-26 19:02:50.000;Аптека 10;"2000200197218";6;0;231;231;"15#17003400#66043#17_98"
2021-10-26 19:08:56.000;Аптека 7;"3e807e0c-620b-4895-a8da-448b330b1ecb";3;0;130;130;"15#11010285#66043#11_120"
2021-10-26 19:09:25.000;Аптека 2;"2000200157007";32;85;1359;1359;"15#2004270#66043#2_116"
2021-10-26 19:10:40.000;Аптека 4;"40399c53-b34e-43b1-9338-67d917e576db";12;8;408;408;"15#7002763#66043#7_119"
2021-10-26 19:22:45.000;Аптека 10;"2000200170143";1;0;64;64;"15#17003400#66043#17_103"
2021-10-26 19:26:39.000;Аптека 1;"6feff767-320b-4210-9de8-b3bc100e5bc1";23;0;579;579;"15#13003945#66043#13_143"
2021-10-26 19:29:25.000;Аптека 2;"17ad7f09-a28b-449d-947c-3c50d9b8f6d7";9;0;489;489;"15#2004270#66043#2_121"
2021-10-26 19:32:25.000;Аптека 1;fa16662c-3740-4832-bf4f-5ebf14658cba;14;0;468;468;"15#13003945#66043#13_145"
2021-10-26 19:34:55.000;Аптека 8;"02389686-f05f-4ab3-8519-88adbcb6d490";2;0;154;154;"15#15002829#66043#15_127"
2021-10-26 19:43:43.000;Аптека 7;"19fe477d-8185-4252-b25c-6f3d42bcb342";0;12;112;112;"15#11010285#66043#11_136"
2021-10-26 19:44:49.000;Аптека 4;"2000200177128";3;0;234;234;"15#7002763#66043#7_126"
2021-10-26 20:02:13.000;Аптека 7;d4e435fb-6e9a-4e2d-93cb-16e9d3d64660;43;0;1475;1475;"15#11010285#66043#11_139"
2021-10-26 20:05:02.000;Аптека 10;"2000200186205";18;0;613;613;"15#17003400#66043#17_115"
2021-10-26 20:07:52.000;Аптека 7;"2000200193081";3;0;112;112;"15#11010285#66043#11_141"
2021-10-26 20:10:13.000;Аптека 7;cca412fb-d5bd-47dc-bbed-cf47b4d442cc;11;0;390;390;"15#11010285#66043#11_142"
2021-10-26 20:33:07.000;Аптека 10;"2000200208266";16;0;488;488;"15#17003400#66043#17_120"
2021-10-26 20:33:48.000;Аптека 2;"2000200186427";10;0;1029;1029;"15#2004270#66043#2_137"
2021-10-26 20:50:26.000;Аптека 7;"2000200200154";57;0;1146;1146;"15#11010285#66043#11_155"
2021-10-26 20:56:02.000;Аптека 2;"2000200218166";62;0;436;436;"15#2004270#66043#2_139"
2021-10-27 08:37:48.000;Аптека 1;"32074d2c-4133-4c26-bbd0-92fd109a9f67";63;0;427;427;"15#13003961#66044#13_3"
2021-10-27 09:05:10.000;Аптека 10;"2000200189442";2;0;228;228;"15#17003426#66044#17_1"
2021-10-27 09:17:36.000;Аптека 2;"2000200196266";72;0;2425;2425;"15#2004284#66044#2_3"
2021-10-27 09:35:59.000;Аптека 7;"6b2f0a50-7de4-4728-8a84-e1e405ee4c57";60;0;1974;1974;"15#11010299#66044#11_3"
2021-10-27 09:39:30.000;Аптека 10;"2000200186229";1;31;179;179;"15#17003426#66044#17_2"
2021-10-27 09:54:20.000;Аптека 7;a813d131-483c-4e3f-abb5-565be9ca4337;20;0;792;792;"15#11010299#66044#11_6"
2021-10-27 10:09:13.000;Аптека 10;"2000200221029";62;0;1227;1227;"15#17003426#66044#17_5"
2021-10-27 10:15:28.000;Аптека 8;"57ab3441-c0df-4682-b022-d7c2f6630648";2;0;80;80;"15#15002837#66044#15_10"
2021-10-27 10:21:23.000;Аптека 2;a3c017de-ca8b-43b0-8050-0d33b1a20cce;18;0;1158;1158;"15#2004284#66044#2_17"
2021-10-27 10:32:05.000;Аптека 1;"2000200165415";2;0;294;294;"15#13003961#66044#13_20"
2021-10-27 10:35:36.000;Аптека 4;aebca78e-3305-4db9-bc82-50b7e3eb6ec8;2;0;224;224;"15#7002774#66044#7_15"
2021-10-27 10:36:52.000;Аптека 8;"2000200217732";68;0;945;945;"15#15002837#66044#15_13"
2021-10-27 10:48:50.000;Аптека 10;"2000200203957";1;61;165;165;"15#17003426#66044#17_8"
2021-10-27 10:58:02.000;Аптека 7;"98d75e4f-840f-4a14-bf27-9ad23ace67f0";41;78;1167;1167;"15#11010299#66044#11_13"
2021-10-27 11:14:07.000;Аптека 1;"9d37a0c8-8446-4ca3-85a3-25978aae11dd";35;0;1230;1230;"15#13003961#66044#13_30"
2021-10-27 11:24:14.000;Аптека 8;"2000200217763";56;0;610;610;"15#15002837#66044#15_25"
2021-10-27 11:27:33.000;Аптека 2;"2000200198765";44;23;1308;1308;"15#2004284#66044#2_28"
2021-10-27 11:29:08.000;Аптека 1;c09969f2-cc89-4426-8fd9-ebfbf1b09a16;37;0;1411;1353;"15#13003961#66044#13_37"
2021-10-27 11:34:13.000;Аптека 4;"7bc53b8e-6dd3-4309-bba3-e20f8075f209";4;0;361;361;"15#7002774#66044#7_21"
2021-10-27 11:35:03.000;Аптека 10;"2000200194071";22;0;442;442;"15#17003426#66044#17_14"
2021-10-28 10:18:02.000;Аптека 7;"2000200161394";102;0;3067;3067;"15#11010315#66045#11_10"
2021-10-27 11:42:10.000;Аптека 7;"31f33605-4e01-4076-a033-a48446d5c10d";9;0;328;328;"15#11010299#66044#11_21"
2021-10-27 11:44:04.000;Аптека 10;"2000200196600";30;72;1081;1081;"15#17003426#66044#17_15"
2021-10-27 11:55:34.000;Аптека 1;b8787989-4c07-4ee6-87e7-f05618f16c37;9;0;267;267;"15#13003961#66044#13_39"
2021-10-27 11:57:15.000;Аптека 2;"2000200195146";20;22;924;924;"15#2004284#66044#2_35"
2021-10-27 12:01:48.000;Аптека 1;"2000200163084";1;0;136;136;"15#13003961#66044#13_42"
2021-10-27 12:02:33.000;Аптека 7;ae370773-3db7-4291-82ae-1edd61708c46;0;45;46;46;"15#11010299#66044#11_27"
2021-10-27 12:14:25.000;Аптека 2;"2701ae62-2f27-456e-881c-dca7d12d1f2a";21;0;710;710;"15#2004284#66044#2_38"
2021-10-27 12:17:35.000;Аптека 10;"2000200173724";7;203;354;354;"15#17003426#66044#17_22"
2021-10-27 12:19:40.000;Аптека 7;"6b2f0a50-7de4-4728-8a84-e1e405ee4c57";26;0;888;888;"15#11010299#66044#11_35"
2021-10-27 12:20:20.000;Аптека 10;"2000200204374";13;0;594;594;"15#17003426#66044#17_24"
2021-10-27 12:44:03.000;Аптека 1;"2000200164562";28;158;1538;1538;"15#13003961#66044#13_51"
2021-10-27 12:45:20.000;Аптека 2;"834f37a2-889a-469a-9532-55f81b2c7c6e";30;0;711;711;"15#2004284#66044#2_42"
2021-10-27 12:46:31.000;Аптека 2;"834f37a2-889a-469a-9532-55f81b2c7c6e";50;37;1037;1037;"15#2004284#66044#2_43"
2021-10-27 12:47:29.000;Аптека 2;"2000200210016";54;0;1794;1663;"15#2004295#66044#2_26"
2021-10-27 12:52:21.000;Аптека 10;"2000200197812";2;0;81;81;"15#17003426#66044#17_27"
2021-10-27 12:54:58.000;Аптека 1;"2000200158578";3;66;196;196;"15#13003961#66044#13_57"
2021-10-27 13:02:49.000;Аптека 1;"59c2709a-6e0a-4cfd-a83d-5e2a52de0f20";2;44;151;151;"15#13003961#66044#13_60"
2021-10-27 13:13:01.000;Аптека 2;ab245924-5c5c-4230-8ac6-f7ac32cbc6f8;57;27;2427;2427;"15#2004284#66044#2_45"
2021-10-27 13:15:07.000;Аптека 10;d4db9792-12df-4531-bfd1-cebac398266c;25;6;846;846;"15#17003426#66044#17_28"
2021-10-27 13:17:40.000;Аптека 10;"2000200170860";21;0;879;879;"15#17003426#66044#17_29"
2021-10-27 13:20:52.000;Аптека 2;"2000200217879";13;0;1052;1052;"15#2004284#66044#2_46"
2021-10-27 13:21:28.000;Аптека 4;cffa9b33-cd47-42e6-942a-83a561d8b74f;96;0;3210;3210;"15#7002774#66044#7_39"
2021-10-27 13:43:55.000;Аптека 7;"2000200182634";42;0;1541;1541;"15#11010299#66044#11_53"
2021-10-27 13:48:25.000;Аптека 10;"2000200170280";7;0;248;248;"15#17003426#66044#17_32"
2021-10-27 13:51:26.000;Аптека 10;"2000200170983";9;0;314;314;"15#17003426#66044#17_34"
2021-10-27 13:52:01.000;Аптека 1;"8adeb2a5-28f6-4dcf-b05e-2f30765b83fb";13;0;447;447;"15#13003961#66044#13_76"
2021-10-27 14:03:47.000;Аптека 10;"2000200196556";24;0;810;810;"15#17003426#66044#17_37"
2021-10-27 14:07:08.000;Аптека 4;e3980340-dbef-432d-9673-75d7c1a81814;2;85;275;275;"15#7002774#66044#7_46"
2021-10-27 14:17:46.000;Аптека 1;"1f978f1d-f08d-46b5-b9ab-4d1241627586";55;0;331;331;"15#13003961#66044#13_83"
2021-10-27 14:24:21.000;Аптека 2;"2000200218159";63;0;1372;1372;"15#2004284#66044#2_57"
2021-10-27 14:33:22.000;Аптека 1;"5f9f56c0-7ea4-42aa-881b-063ef12543e9";5;0;349;349;"15#13003961#66044#13_88"
2021-10-27 14:38:09.000;Аптека 7;"2000200161318";65;0;4496;4434;"15#11010299#66044#11_64"
2021-10-27 15:02:08.000;Аптека 7;"2000200176732";20;0;1211;1211;"15#11010299#66044#11_71"
2021-10-27 15:04:45.000;Аптека 7;"7330beac-46b2-4732-9ddf-7010fa1daa3d";1;0;169;169;"15#11010299#66044#11_72"
2021-10-27 15:05:14.000;Аптека 2;"2000200183686";50;0;2248;2248;"15#2004295#66044#2_50"
2021-10-27 15:07:50.000;Аптека 2;e5827d71-8b73-4726-87da-10e56ba90e68;104;0;3542;3474;"15#2004284#66044#2_64"
2021-10-27 15:12:09.000;Аптека 2;"2000200218265";3;0;120;120;"15#2004295#66044#2_54"
2021-10-27 15:13:04.000;Аптека 1;"100ec3b2-6d11-49c7-bcee-fe319966e8c8";10;0;366;366;"15#13003961#66044#13_96"
2021-10-27 15:26:42.000;Аптека 8;"2000200159193";1;0;841;776;"15#15002837#66044#15_65"
2021-10-27 15:45:00.000;Аптека 2;"6b0286e3-7956-425e-b2c5-9c10dc347041";24;0;505;505;"15#2004284#66044#2_70"
2021-10-27 15:53:54.000;Аптека 10;"2000200195818";66;91;1911;1911;"15#17003426#66044#17_48"
2021-10-27 16:02:43.000;Аптека 10;"2000200221500";113;0;3315;3315;"15#17003426#66044#17_50"
2021-10-27 16:05:42.000;Аптека 2;"915feee4-7d80-41a3-aded-664ee931dde5";23;0;1166;1166;"15#2004284#66044#2_75"
2021-10-27 16:05:57.000;Аптека 8;"178b66d0-5d75-47b1-8fa4-ad2e28253fed";1;0;145;145;"15#15002837#66044#15_73"
2021-10-27 16:23:33.000;Аптека 2;"2000200199366";13;28;486;486;"15#2004284#66044#2_78"
2021-10-27 16:26:54.000;Аптека 2;babf9dfc-d320-4259-86d1-ea83fe6fb5ec;53;0;1275;1275;"15#2004284#66044#2_79"
2021-10-27 16:29:11.000;Аптека 10;"2000200189046";17;0;579;579;"15#17003426#66044#17_56"
2021-10-27 16:34:03.000;Аптека 10;"68428ec3-b5e6-4f58-abb1-53da2fec3e0d";8;0;276;276;"15#17003426#66044#17_58"
2021-10-27 16:48:02.000;Аптека 2;"2000200165224";36;0;724;724;"15#2004295#66044#2_71"
2021-10-27 16:53:11.000;Аптека 1;"2000200158455";17;42;739;739;"15#13003961#66044#13_113"
2021-10-27 16:58:14.000;Аптека 1;f295e9bd-8efe-4436-9f6c-e7df6816f8a5;7;0;154;154;"15#13003961#66044#13_115"
2021-10-27 17:05:50.000;Аптека 8;ace05c61-fc6f-4fd6-a616-70ee0f0b4e5b;9;16;516;516;"15#15002837#66044#15_82"
2021-10-27 17:09:49.000;Аптека 4;"75cceca3-c431-49eb-a47a-7cac11ef88a9";6;11;215;215;"15#7002774#66044#7_79"
2021-10-27 17:12:22.000;Аптека 1;b32ff826-5a23-4b52-90b0-5e7fb072676e;0;6;76;76;"15#13003961#66044#13_120"
2021-10-27 17:15:27.000;Аптека 10;"2000200203940";12;47;617;587;"15#17003426#66044#17_63"
2021-10-27 17:17:16.000;Аптека 7;"51a5105e-dc69-4324-8f3a-bb1cbfe75301";10;0;362;362;"15#11010299#66044#11_105"
2021-10-27 17:19:37.000;Аптека 4;dd4bc772-4e7e-4d71-acf6-078dd2fa0ce8;19;10;1960;1960;"15#7002774#66044#7_81"
2021-10-27 17:22:06.000;Аптека 2;"2000200151241";3;0;115;115;"15#2004284#66044#2_86"
2021-10-27 17:25:34.000;Аптека 7;"2000200212744";79;0;989;989;"15#11010299#66044#11_108"
2021-10-27 17:29:47.000;Аптека 2;dd3de229-40d2-4db0-a5b2-5fbbfb72a9bd;15;0;727;727;"15#2004295#66044#2_77"
2021-10-27 17:34:07.000;Аптека 4;bae71dd8-4c9c-4308-a981-dded254f5fc7;13;19;319;319;"15#7002774#66044#7_86"
2021-10-27 17:36:18.000;Аптека 8;"2000200217756";82;0;1700;1700;"15#15002837#66044#15_88"
2021-10-27 17:37:59.000;Аптека 8;cedb12ed-d221-48e5-8a04-ff44acd49175;27;18;928;928;"15#15002837#66044#15_89"
2021-10-27 17:42:28.000;Аптека 2;"99c56820-a77f-414a-9877-ae02d15c3857";20;0;1036;1036;"15#2004284#66044#2_89"
2021-10-27 17:53:57.000;Аптека 4;"7be5d7f8-058e-433f-b489-a4118d0e7313";8;0;287;287;"15#7002774#66044#7_93"
2021-10-27 17:55:16.000;Аптека 2;"2000200186953";1;0;139;139;"15#2004284#66044#2_95"
2021-10-27 17:58:39.000;Аптека 1;"5dcb6fbf-09e3-42e9-87d7-d33acd146b96";7;26;276;276;"15#13003961#66044#13_135"
2021-10-27 17:59:52.000;Аптека 2;eb85adf5-86c3-4af9-8943-41a0244409ab;22;0;700;700;"15#2004284#66044#2_97"
2021-10-27 18:06:22.000;Аптека 1;d10c19cc-0210-4e66-8b2c-eb0e4aaf81ed;0;45;45;45;"15#13003961#66044#13_136"
2021-10-27 18:09:58.000;Аптека 4;"0f294e45-77d8-44cd-9ef4-0d09b59bc4b5";7;22;315;315;"15#7002774#66044#7_96"
2021-10-27 18:13:32.000;Аптека 2;ca04c0b6-ba4c-447e-874f-c08730be932c;10;0;367;367;"15#2004284#66044#2_101"
2021-10-27 18:14:01.000;Аптека 1;"69c1eaee-0906-41a6-b905-c14970723308";12;2;402;402;"15#13003961#66044#13_141"
2021-10-27 18:16:28.000;Аптека 7;a4e95cdc-ff88-4cfd-be29-d3d81d54741c;6;0;206;206;"15#11010299#66044#11_130"
2021-10-27 18:16:34.000;Аптека 2;"575bbcb0-146c-4588-bfa0-3b4116766cf2";30;0;1828;1828;"15#2004284#66044#2_102"
2021-10-27 18:23:57.000;Аптека 2;"576dd6e1-34b9-47ad-8677-0f8c8fc14b53";7;0;234;234;"15#2004284#66044#2_105"
2021-10-27 18:26:45.000;Аптека 7;"262be3a0-1838-4e35-804c-ad5bf22c4fe7";5;35;235;235;"15#11010299#66044#11_132"
2021-10-27 18:33:57.000;Аптека 10;"2000200221494";84;0;2029;2029;"15#17003426#66044#17_75"
2021-10-27 18:37:09.000;Аптека 2;"2000200160908";13;26;926;926;"15#2004284#66044#2_110"
2021-10-27 18:39:10.000;Аптека 10;"2000200187783";15;0;506;506;"15#17003426#66044#17_77"
2021-10-27 18:42:45.000;Аптека 1;f5d25365-ed94-473b-9241-5141c0b2db1b;5;0;251;251;"15#13003961#66044#13_150"
2021-10-27 18:45:35.000;Аптека 8;f97bed58-b727-42ea-8c8d-8b35df964a3d;3;28;128;128;"15#15002837#66044#15_105"
2021-10-27 18:47:24.000;Аптека 2;"2000200199243";1;0;186;186;"15#2004284#66044#2_117"
2021-10-27 18:52:52.000;Аптека 2;"2000200217947";70;0;690;690;"15#2004284#66044#2_119"
2021-10-27 18:56:19.000;Аптека 1;"90e50c0f-83b2-4eaf-9cdd-d5348a5af162";6;0;279;279;"15#13003961#66044#13_154"
2021-10-27 19:00:41.000;Аптека 10;"2000200203865";8;0;291;291;"15#17003426#66044#17_84"
2021-10-27 19:01:10.000;Аптека 1;d2539f74-a2f3-4990-9f5b-35bbc205ac54;18;0;630;630;"15#13003961#66044#13_156"
2021-10-27 19:04:01.000;Аптека 10;"2000200170372";28;96;1057;1057;"15#17003426#66044#17_85"
2021-10-27 19:05:20.000;Аптека 1;ada0ee59-fc0d-401e-99d5-e5d6e72a8a8e;1;0;37;37;"15#13003961#66044#13_158"
2021-10-27 19:08:13.000;Аптека 8;"4dddb55e-d268-4381-a148-13ea5b3aaa48";17;10;580;580;"15#15002837#66044#15_108"
2021-10-27 19:17:06.000;Аптека 10;"2000200204442";28;0;1607;1542;"15#17003426#66044#17_86"
2021-10-27 19:25:13.000;Аптека 10;"2000200225560";69;0;1915;1915;"15#17003426#66044#17_88"
2021-10-27 19:28:12.000;Аптека 10;"2000200204503";11;90;1149;1149;"15#17003426#66044#17_90"
2021-10-27 19:30:31.000;Аптека 2;"2000200156512";43;0;1748;1748;"15#2004284#66044#2_123"
2021-10-27 19:33:20.000;Аптека 1;c4229a85-8359-4808-8097-d7c8624f43dc;1;0;38;38;"15#13003961#66044#13_164"
2021-10-27 19:37:30.000;Аптека 7;"2000200207436";3;0;75;75;"15#11010299#66044#11_151"
2021-10-27 19:38:17.000;Аптека 10;"2000200197508";12;35;468;468;"15#17003426#66044#17_92"
2021-10-27 19:40:03.000;Аптека 10;d951eafb-5919-431b-ac0c-156af45afa76;116;59;3088;3088;"15#17003426#66044#17_93"
2021-10-27 19:54:53.000;Аптека 10;"2000200205364";43;108;1462;1462;"15#17003426#66044#17_95"
2021-10-27 20:01:07.000;Аптека 2;"2000200217954";159;0;2393;2393;"15#2004284#66044#2_132"
2021-10-27 20:04:09.000;Аптека 7;"2000200212751";56;0;650;650;"15#11010299#66044#11_157"
2021-10-27 20:12:12.000;Аптека 7;"80d0c8b8-bdb0-464b-a6f2-5de7a00ab2d5";28;74;1166;1166;"15#11010299#66044#11_159"
2021-10-27 20:26:18.000;Аптека 7;"2000200183228";11;0;389;389;"15#11010299#66044#11_164"
2021-10-27 20:31:08.000;Аптека 2;"09773e67-abaf-4438-94c1-85575460471b";2;0;239;239;"15#2004284#66044#2_140"
2021-10-27 20:31:10.000;Аптека 10;"2000200170907";67;0;2234;2234;"15#17003426#66044#17_99"
2021-10-27 20:40:50.000;Аптека 8;"2000200217794";73;0;937;937;"15#15002837#66044#15_118"
2021-10-27 20:46:49.000;Аптека 10;"2000200170594";50;0;1667;1667;"15#17003426#66044#17_102"
2021-10-28 08:42:04.000;Аптека 1;"2000200208334";1;0;50;50;"15#13003983#66045#13_4"
2021-10-28 08:57:39.000;Аптека 7;"262be3a0-1838-4e35-804c-ad5bf22c4fe7";21;30;730;730;"15#11010315#66045#11_1"
2021-10-28 09:16:10.000;Аптека 10;"2000200193708";7;49;300;300;"15#17003451#66045#17_3"
2021-10-28 09:29:40.000;Аптека 2;"2000200201496";37;0;1127;1127;"15#2004300#66045#2_6"
2021-10-28 10:03:11.000;Аптека 2;"2000200196266";0;88;518;518;"15#2004300#66045#2_15"
2021-10-28 10:07:04.000;Аптека 1;ca10cd79-8fa2-49b1-a1d7-c81deaf2a20f;33;0;679;679;"15#13003983#66045#13_12"
2021-10-28 10:19:21.000;Аптека 7;cca412fb-d5bd-47dc-bbed-cf47b4d442cc;1;0;53;53;"15#11010315#66045#11_12"
2021-10-28 10:33:45.000;Аптека 10;"2000200205531";8;0;897;897;"15#17003451#66045#17_10"
2021-10-28 10:34:38.000;Аптека 7;cf1dcbed-2d3e-4054-a04c-36c88c2e6f63;15;0;614;614;"15#11010315#66045#11_15"
2021-10-28 10:44:04.000;Аптека 1;"12cf0011-9038-4d65-97a2-39eb4661de1e";2;0;779;779;"15#13003983#66045#13_21"
2021-10-28 10:46:55.000;Аптека 10;"0955848b-2c53-4a45-bfbd-27ccf3344f0e";15;0;526;526;"15#17003451#66045#17_11"
2021-10-28 10:48:32.000;Аптека 10;"2000200225577";86;0;736;736;"15#17003451#66045#17_12"
2021-10-28 11:05:29.000;Аптека 8;d3b3ac21-0ccc-4e3b-9764-c8ea822350ee;23;36;970;970;"15#15002853#66045#15_8"
2021-10-28 11:15:17.000;Аптека 2;"2000200209171";21;0;940;940;"15#2004300#66045#2_28"
2021-10-28 11:22:25.000;Аптека 2;"2000200203049";1;0;108;108;"15#2004300#66045#2_31"
2021-10-28 11:29:25.000;Аптека 1;"2648e11a-f7a1-4230-99f6-90004f8e4863";56;0;1402;1402;"15#13003983#66045#13_37"
2021-10-28 11:30:04.000;Аптека 2;"2000200188308";27;0;917;917;"15#2004300#66045#2_32"
2021-10-28 11:45:05.000;Аптека 1;"2000200166221";19;45;684;684;"15#13003983#66045#13_45"
2021-10-28 11:53:10.000;Аптека 10;"2000200194026";52;110;2139;2139;"15#17003451#66045#17_24"
2021-10-28 12:03:06.000;Аптека 7;"1629a910-ca86-45be-98c7-cb9822f838a2";11;0;372;372;"15#11010315#66045#11_35"
2021-10-28 12:03:16.000;Аптека 10;"2000200193746";32;0;1099;1099;"15#17003451#66045#17_26"
2021-10-28 12:05:56.000;Аптека 4;"2000200228387";76;0;1600;1600;"15#7002790#66045#7_30"
2021-10-28 12:08:38.000;Аптека 2;f89a853f-2c26-439f-9498-382bf54160aa;21;0;727;727;"15#2004301#66045#2_12"
2021-10-28 12:25:34.000;Аптека 7;"2000200204152";3;16;135;135;"15#11010315#66045#11_41"
2021-10-28 12:28:05.000;Аптека 7;"100dfc18-9d3a-4ff1-9256-f5cb2f436470";7;12;712;712;"15#11010315#66045#11_43"
2021-10-28 12:29:56.000;Аптека 7;"564a56ba-d8ae-43e4-ab1a-702198cb0c4c";34;0;1001;939;"15#11010315#66045#11_44"
2021-10-28 12:30:39.000;Аптека 8;"2000200219217";25;45;1045;1045;"15#15002853#66045#15_23"
2021-10-28 12:36:21.000;Аптека 10;"90e50c0f-83b2-4eaf-9cdd-d5348a5af162";3;0;105;105;"15#17003451#66045#17_33"
2021-10-28 12:58:14.000;Аптека 2;"2000200180227";26;0;883;883;"15#2004301#66045#2_20"
2021-10-28 13:06:58.000;Аптека 2;"6d4f5220-1536-4e98-93e4-18ca8a52c460";6;16;579;579;"15#2004301#66045#2_22"
2021-10-28 13:09:38.000;Аптека 1;"2bc1a332-0066-4c7d-97fb-96748e37009d";8;0;855;855;"15#13003983#66045#13_68"
2021-10-28 13:10:23.000;Аптека 10;"2000200170143";1;95;161;161;"15#17003451#66045#17_37"
2021-10-28 13:11:52.000;Аптека 8;"2000200159193";4;0;438;438;"15#15002853#66045#15_28"
2021-10-28 13:22:16.000;Аптека 1;c856d08c-614e-4a43-ba9e-9c560c71f13f;16;0;548;548;"15#13003983#66045#13_70"
2021-10-28 13:25:56.000;Аптека 2;b690ca32-3b39-41fe-a1eb-95a171c2ea98;16;0;617;617;"15#2004300#66045#2_48"
2021-10-28 13:26:19.000;Аптека 8;"2000200222156";79;0;727;727;"15#15002853#66045#15_31"
2021-10-28 13:33:47.000;Аптека 2;"2000200167006";3;0;341;341;"15#2004300#66045#2_51"
2021-10-28 13:40:17.000;Аптека 1;"7c9eb9f7-335c-4649-a655-0898b4f68f5a";2;0;89;89;"15#13003983#66045#13_78"
2021-10-28 13:41:19.000;Аптека 2;ee7a5d3d-a2d9-4e4e-95d5-79ebd46ca7c3;38;0;1289;1289;"15#2004300#66045#2_53"
2021-10-28 13:55:14.000;Аптека 10;"2000200208310";24;0;800;800;"15#17003451#66045#17_40"
2021-10-28 14:02:23.000;Аптека 2;"2000200192060";3;0;320;320;"15#2004301#66045#2_33"
2021-10-28 14:25:25.000;Аптека 7;f8a6b051-a4c1-4688-84a0-dee003ad1e0c;7;0;727;727;"15#11010315#66045#11_73"
2021-10-28 14:37:32.000;Аптека 10;"2000200197836";24;0;800;800;"15#17003451#66045#17_43"
2021-10-28 14:47:26.000;Аптека 8;"2000200198321";4;0;323;323;"15#15002853#66045#15_45"
2021-10-28 14:47:50.000;Аптека 2;"2000200202202";6;0;600;600;"15#2004301#66045#2_35"
2021-10-28 14:51:15.000;Аптека 4;"2000200228394";75;0;2752;2752;"15#7002790#66045#7_55"
2021-10-28 15:06:31.000;Аптека 2;"6a077e4c-b375-4b15-9abc-678c1ee2b8b3";3;57;400;400;"15#2004301#66045#2_39"
2021-10-28 15:10:14.000;Аптека 8;"2000200222149";67;0;867;867;"15#15002853#66045#15_51"
2021-10-28 15:11:53.000;Аптека 2;cf21929f-3bb9-49b7-b80c-647754c42a85;15;0;1598;1598;"15#2004301#66045#2_41"
2021-10-28 15:27:50.000;Аптека 7;"262be3a0-1838-4e35-804c-ad5bf22c4fe7";64;0;3432;3432;"15#11010315#66045#11_80"
2021-10-28 15:29:32.000;Аптека 10;"2000200196556";39;0;902;902;"15#17003451#66045#17_48"
2021-10-28 15:30:58.000;Аптека 4;b3ca719d-6fd7-4dae-ae48-0a54685896bb;13;0;294;294;"15#7002790#66045#7_57"
2021-10-28 15:36:47.000;Аптека 2;"2000200192268";7;8;251;251;"15#2004301#66045#2_44"
2021-10-28 15:39:14.000;Аптека 4;"8299311c-ff1b-445f-b6cf-a626681efd28";2;4;81;81;"15#7002790#66045#7_59"
2021-10-28 15:41:31.000;Аптека 7;"6d5136d4-8b2c-42b4-88d0-93f3e3e3db09";31;0;1033;1033;"15#11010315#66045#11_85"
2021-10-28 16:02:51.000;Аптека 2;"2000200168072";26;0;883;883;"15#2004301#66045#2_46"
2021-10-28 16:05:11.000;Аптека 2;d2714a71-2a2a-49e3-b52c-625f216564ff;4;0;173;173;"15#2004300#66045#2_77"
2021-10-28 16:07:59.000;Аптека 4;"298ba870-8c57-40b5-a04c-f02df2ff5d6e";15;0;530;530;"15#7002790#66045#7_66"
2021-10-28 16:09:01.000;Аптека 2;fa323417-31fd-4b64-bc28-cfc1ceb94020;3;7;107;107;"15#2004301#66045#2_49"
2021-10-28 16:14:14.000;Аптека 2;"43f90896-7dc1-42ed-b34d-015893cd670e";20;51;851;851;"15#2004301#66045#2_51"
